customer_id,age,annual_income,membership_tier,num_purchases_last_year,days_since_last_purchase,avg_purchase_amount,satisfaction_score,signup_days_ago,purchase_frequency_score,customer_tenure_years,income_to_spend_ratio,annual_spend,is_high_value_customer,membership_tier_encoded,gender_Female,gender_Male,gender_Other,region_Central,region_East,region_North,region_South,region_West,acquisition_channel_Email,acquisition_channel_Organic,acquisition_channel_Paid_Ads,acquisition_channel_Referral,acquisition_channel_Social_Media
104895,28.0,54393.16,Bronze,8.0,26.0,219.34,4.9,937,0.2963,2.57,30.98,1754.72,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False
104103,29.0,53178.86,Silver,4.0,57.0,75.19,10.0,2096,0.069,5.74,176.23,300.76,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False
101262,39.0,92262.9,Gold,4.0,9.0,106.64,9.5,836,0.4,2.29,215.79,426.56,0,2,False,True,False,False,False,False,False,True,True,False,False,False,False
102339,51.0,26927.87,Bronze,8.0,32.0,13.91,6.1,161,0.2424,0.44,239.83,111.28,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False
100085,24.0,33428.03,Bronze,6.0,20.0,265.32,6.4,776,0.2857,2.13,20.99,1591.92,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True
103822,53.0,53178.86,Bronze,7.0,15.0,62.13,4.9,362,0.4375,0.99,122.0,434.91,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True
102654,28.0,31068.41,Silver,9.0,9.0,104.31,5.4,50,0.9,0.14,33.06,938.79,0,1,False,True,False,False,False,False,False,True,False,False,True,False,False
105546,58.0,62822.51,Silver,10.0,85.0,60.28,7.7,1148,0.1163,3.15,104.05,602.8,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False
102747,51.0,102090.39,Bronze,11.0,102.0,112.77,6.6,1562,0.1068,4.28,82.23,1240.47,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False
102859,34.0,44621.82,Gold,8.0,41.0,47.74,6.6,1253,0.1905,3.43,116.53,381.92,0,2,False,True,False,True,False,False,False,False,False,True,False,False,False
100997,47.0,47120.2,Gold,11.0,106.0,269.725,7.8,1220,0.1028,3.34,15.88,2966.98,1,2,True,False,False,False,True,False,False,False,False,False,True,False,False
100229,28.0,40203.79,Bronze,9.0,139.0,54.77,6.1,1155,0.0643,3.16,81.4,492.93,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False
103265,32.0,110491.95000000001,Silver,11.0,35.0,31.22,9.3,2317,0.3056,6.35,320.81,343.42,0,1,True,False,False,True,False,False,False,False,False,False,False,True,False
104829,53.0,99007.01,Bronze,13.0,54.0,144.82,4.9,1875,0.2364,5.14,52.56,1882.66,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False
103943,28.0,29854.24,Bronze,13.0,8.0,106.69,8.3,70,1.4444,0.19,21.51,1386.97,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True
105460,49.0,35822.07,Gold,11.0,30.0,80.47,4.5,2433,0.3548,6.67,40.42,885.17,0,2,True,False,False,False,True,False,False,False,False,False,False,False,True
103833,36.0,44251.74,Silver,5.0,29.0,75.94,6.8,2030,0.1667,5.56,116.24,379.7,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False
101653,44.0,53698.1,Bronze,8.0,13.0,10.02,7.4,204,0.5714,0.56,661.63,80.16,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True
100080,34.0,53178.86,Gold,9.0,90.0,79.1,6.0,797,0.0989,2.18,74.6,711.9,0,2,False,True,False,False,False,False,True,False,False,True,False,False,False
100965,38.0,104401.99,Silver,6.0,36.6,256.15,5.9,747,0.1596,2.05,67.89,1536.9,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False
100927,36.0,29528.05,Silver,8.0,39.0,106.81,8.1,1137,0.2,3.12,34.52,854.48,0,1,True,False,False,True,False,False,False,False,False,False,True,False,False
100795,18.0,55788.67,Gold,11.0,19.0,104.31,7.2,845,0.55,2.32,48.58,1147.41,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False
103380,35.0,60660.39,Silver,11.0,38.6,82.39,6.5,2176,0.2778,5.96,66.86,906.29,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False
103165,30.0,110491.95000000001,Platinum,10.0,31.8,246.53,4.9,743,0.3049,2.04,44.8,2465.3,1,3,False,True,False,False,False,True,False,False,False,False,False,True,False
104658,39.0,110491.95000000001,Bronze,9.0,10.0,153.23,6.7,910,0.8182,2.49,80.06,1379.07,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False
103312,46.0,53178.86,Silver,13.0,15.6,197.71,8.6,1992,0.7831,5.46,20.68,2570.23,1,1,True,False,False,False,False,True,False,False,False,False,False,True,False
103935,43.0,53178.86,Bronze,5.0,32.0,44.59,4.0,715,0.1515,1.96,237.46,222.95,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True
101075,27.0,92184.94,Bronze,8.0,44.0,111.36,7.0,363,0.1778,0.99,103.36,890.88,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False
104841,40.0,44075.18,Bronze,8.0,45.0,41.86,7.0,1154,0.1739,3.16,131.22,334.88,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True
104184,66.0,62911.44,Bronze,9.0,80.0,29.0,6.3,83,0.1111,0.23,240.12,261.0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False
102025,22.0,35645.03,Silver,7.0,79.0,104.31,7.2,2250,0.0875,6.16,48.75,730.17,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False
105678,43.0,57881.31,Bronze,10.0,12.0,50.92,9.2,703,0.7692,1.93,113.45,509.2,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False
104635,42.0,54580.16,Bronze,9.0,2.0,68.6,10.0,679,3.0,1.86,88.26,617.4,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False
101746,29.0,53178.86,Gold,7.0,18.0,124.49,7.9,614,0.3684,1.68,60.95,871.43,0,2,False,True,False,False,False,False,True,False,False,False,True,False,False
103144,41.0,63960.23,Bronze,11.0,66.4,21.04,7.7,841,0.1632,2.3,275.17,231.44,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False
103264,57.0,28706.67,Gold,9.0,49.0,149.63,7.2,2110,0.18,5.78,21.3,1346.67,1,2,True,False,False,False,False,False,True,False,False,True,False,False,False
101452,44.0,32938.66,Bronze,10.0,56.0,269.725,6.3,454,0.1754,1.24,12.21,2697.25,1,0,True,False,False,False,True,False,False,False,False,False,True,False,False
100440,43.0,102616.97,Silver,9.0,53.0,75.82,9.0,583,0.1667,1.6,150.16,682.38,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True
102982,57.0,59122.17,Bronze,4.0,40.4,101.27,6.8,2070,0.0966,5.67,145.59,405.08,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False
102081,43.0,38956.81,Gold,4.0,39.8,269.725,4.0,2457,0.098,6.73,36.07,1078.9,0,2,True,False,False,False,True,False,False,False,False,False,False,False,True
104021,40.0,48537.57,Bronze,12.0,12.0,63.17,7.3,1774,0.9231,4.86,63.95,758.04,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False
101455,56.0,46769.58,Silver,8.0,31.0,145.69,8.8,1588,0.25,4.35,40.09,1165.52,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False
100255,35.0,59799.23,Silver,11.0,6.0,269.725,5.1,2164,1.5714,5.93,20.15,2966.98,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False
100466,32.0,31067.4,Bronze,7.0,38.0,37.12,6.7,715,0.1795,1.96,119.11,259.84,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False
102118,39.0,32853.64,Silver,17.0,49.0,269.725,6.6,858,0.34,2.35,7.16,4585.33,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False
100507,67.0,42122.76,Bronze,6.0,23.0,134.39,10.0,191,0.25,0.52,52.17,806.34,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False
104272,25.0,44587.25,Silver,10.0,45.4,206.4,6.9,731,0.2155,2.0,21.59,2064.0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True
104289,36.0,47138.54,Silver,9.0,6.0,55.27,7.6,1151,1.2857,3.15,94.57,497.43,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False
104214,36.0,63784.43,Silver,9.0,24.0,72.27,5.4,1750,0.36,4.79,97.91,650.43,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True
100234,52.0,110491.95000000001,Bronze,11.0,11.0,269.725,8.4,125,0.9167,0.34,37.23,2966.98,1,0,True,False,False,True,False,False,False,False,False,False,False,False,True
100554,62.0,51188.29,Bronze,5.0,10.0,30.06,6.4,1935,0.4545,5.3,338.32,150.3,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False
105315,38.0,29673.38,Gold,7.0,43.0,199.78,7.3,2459,0.1591,6.74,21.2,1398.46,1,2,True,False,False,False,True,False,False,False,False,True,False,False,False
100545,35.0,53178.86,Gold,10.0,42.0,154.72,6.7,649,0.2326,1.78,34.35,1547.2,1,2,True,False,False,False,False,True,False,False,False,True,False,False,False
103701,37.0,42664.94,Silver,8.0,19.2,92.02,6.6,359,0.396,0.98,57.88,736.16,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False
103541,40.0,38393.93,Gold,10.0,27.0,231.3,6.4,826,0.3571,2.26,16.59,2313.0,1,2,True,False,False,False,False,False,True,False,False,True,False,False,False
102789,31.0,29336.34,Bronze,9.0,78.0,57.33,5.8,1681,0.1139,4.61,56.75,515.97,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False
102865,25.0,110491.95000000001,Bronze,3.0,112.0,33.15,6.0,2479,0.0265,6.79,1099.97,99.45,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False
102084,40.0,31629.79,Silver,3.0,13.0,128.51,5.6,981,0.2143,2.69,81.83,385.53,0,1,False,True,False,False,False,False,True,False,True,False,False,False,False
105543,45.0,53178.86,Bronze,7.0,35.0,121.55,7.4,2088,0.1944,5.72,62.43,850.85,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False
100309,45.0,53178.86,Bronze,8.0,3.0,102.09,6.6,1521,2.0,4.17,65.03,816.72,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False
100711,38.0,92571.46,Bronze,6.0,45.0,36.6,5.0,1577,0.1304,4.32,419.63,219.6,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False
104104,60.0,53178.86,Silver,7.0,99.0,134.09,8.2,2155,0.07,5.9,56.6,938.63,0,1,True,False,False,True,False,False,False,False,False,True,False,False,False
101581,52.0,88299.64,Bronze,6.0,2.0,104.31,6.3,2279,2.0,6.24,140.86,625.86,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True
101311,24.0,36855.06,Silver,6.0,54.0,146.33,4.6,1778,0.1091,4.87,41.93,877.98,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False
100626,32.0,51456.66,Gold,11.0,17.0,60.73,5.6,886,0.6111,2.43,76.91,668.03,0,2,False,True,False,False,False,False,False,True,True,False,False,False,False
100024,36.0,71404.31,Gold,10.0,19.0,269.725,8.4,2326,0.5,6.37,26.46,2697.25,1,2,False,True,False,False,True,False,False,False,False,False,False,True,False
102532,45.0,75292.12,Platinum,10.0,129.0,104.31,6.2,2276,0.0769,6.24,72.11,1043.1,0,3,True,False,False,False,True,False,False,False,False,False,True,False,False
101871,48.0,53178.86,Silver,9.0,28.0,234.87,6.9,1815,0.3103,4.97,25.15,2113.83,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True
105111,36.0,53178.86,Silver,7.0,20.0,106.91,3.6,2234,0.3333,6.12,70.96,748.37,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False
103489,39.0,53178.86,Gold,6.0,61.0,109.29,7.2,1308,0.0968,3.58,80.97,655.74,0,2,False,True,False,True,False,False,False,False,False,False,False,True,False
101171,24.0,50825.28,Bronze,1.0,49.0,106.97,5.9,574,0.02,1.57,470.74,106.97,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True
104746,41.0,55066.17,Gold,11.0,34.0,214.56,7.9,1671,0.3143,4.58,23.32,2360.16,1,2,True,False,False,False,True,False,False,False,False,False,True,False,False
102119,41.0,53178.86,Bronze,10.0,13.0,116.89,5.8,1438,0.7143,3.94,45.46,1168.9,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True
103019,43.0,40845.95,Silver,5.0,129.0,118.11,8.2,1539,0.0385,4.22,69.05,590.55,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False
101195,61.0,39556.59,Silver,10.0,44.0,49.44,6.0,2050,0.2222,5.62,79.85,494.4,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False
102246,31.0,53178.86,Gold,9.0,31.0,110.68,5.7,385,0.2812,1.05,53.33,996.12,0,2,False,True,False,True,False,False,False,False,False,False,False,True,False
102874,18.0,69383.27,Bronze,6.0,91.0,45.06,6.9,790,0.0652,2.16,255.69,270.36,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False
105640,45.0,57865.49,Gold,6.0,163.0,227.1,7.6,1117,0.0366,3.06,42.44,1362.6,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True
102550,44.0,110491.95000000001,Gold,6.0,34.2,169.39,8.7,1384,0.1705,3.79,108.61,1016.34,0,2,False,True,False,False,False,False,True,False,False,False,False,False,True
100094,37.0,42895.39,Bronze,8.0,93.0,20.26,8.3,1762,0.0851,4.83,263.03,162.08,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False
102078,39.0,102343.08,Silver,4.0,17.0,120.61,6.2,1274,0.2222,3.49,211.7,482.44,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False
100470,26.0,104377.76,Silver,10.0,39.0,33.35,5.6,1906,0.25,5.22,312.04,333.5,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False
101700,40.0,72698.47,Platinum,11.0,39.0,269.725,7.1,299,0.275,0.82,24.49,2966.98,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True
101838,35.0,95357.52,Silver,6.0,21.0,115.21,6.7,125,0.2727,0.34,137.75,691.26,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False
103064,40.0,86934.54,Silver,9.0,24.0,111.97,6.8,2056,0.36,5.63,86.18,1007.73,0,1,True,False,False,False,False,True,False,False,True,False,False,False,False
101707,33.0,110491.95000000001,Bronze,2.0,8.0,205.38,6.7,2015,0.2222,5.52,268.34,410.76,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False
103968,25.0,48274.18,Gold,8.0,57.0,162.26,6.7,1273,0.1379,3.49,37.16,1298.08,1,2,False,True,False,False,False,False,True,False,False,True,False,False,False
103863,24.0,56189.59,Bronze,4.0,36.0,77.74,7.1,567,0.1081,1.55,180.12,310.96,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False
103665,36.0,53178.86,Silver,4.0,36.6,128.85,10.0,507,0.1064,1.39,102.98,515.4,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False
105892,58.0,44146.51,Bronze,10.0,14.0,18.96,8.2,1104,0.6667,3.02,231.62,189.6,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False
103205,43.0,53178.86,Bronze,6.0,58.0,14.1,7.4,737,0.1017,2.02,621.25,84.6,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True
100605,30.0,74901.01,Gold,9.0,152.0,171.2,8.7,1198,0.0588,3.28,48.58,1540.8,1,2,False,True,False,False,False,False,True,False,False,False,False,True,False
104943,35.0,48781.98,Bronze,9.0,81.0,104.31,6.9,110,0.1098,0.3,51.91,938.79,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False
101551,19.0,61332.23,Gold,11.0,169.0,69.48,6.5,979,0.0647,2.68,80.14,764.28,0,2,False,True,False,True,False,False,False,False,True,False,False,False,False
104709,28.0,69323.16,Gold,11.0,66.0,92.75,7.8,54,0.1642,0.15,67.88,1020.25,0,2,False,True,False,False,True,False,False,False,False,True,False,False,False
104835,19.0,18140.33,Bronze,4.0,44.0,108.85,6.9,1843,0.0889,5.05,41.57,435.4,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False
104387,35.0,25895.83,Bronze,14.0,80.0,53.4,6.9,860,0.1728,2.36,34.59,747.6,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False
101587,18.0,74762.92,Bronze,8.0,41.0,71.75,9.0,801,0.1905,2.19,130.02,574.0,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False
103120,23.0,37432.86,Bronze,5.0,183.0,64.55,5.6,1447,0.0272,3.96,115.62,322.75,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False
103400,32.0,53178.86,Silver,6.0,40.0,269.725,9.5,1229,0.1463,3.37,32.84,1618.35,1,1,True,False,False,False,True,False,False,False,False,False,False,False,True
100032,33.0,110491.95000000001,Bronze,12.0,52.0,110.41,8.9,2312,0.2264,6.33,83.33,1324.92,1,0,True,False,False,False,False,False,False,True,False,False,False,True,False
101484,42.0,13941.54,Gold,6.0,27.4,85.88,8.6,196,0.2113,0.54,27.0,515.28,0,2,True,False,False,False,False,False,True,False,False,False,True,False,False
102681,53.0,58034.43,Bronze,11.0,164.0,125.78,7.0,1831,0.0667,5.02,41.91,1383.58,1,0,True,False,False,False,False,False,False,True,False,False,False,False,True
100600,18.0,53178.86,Silver,9.0,19.4,64.51,5.4,2234,0.4412,6.12,91.44,580.59,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False
103150,41.0,53178.86,Bronze,6.0,1.0,62.81,6.3,1913,3.0,5.24,140.74,376.86,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False
105545,37.0,69606.43,Bronze,10.0,20.0,217.08,6.5,650,0.4762,1.78,32.05,2170.8,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False
101861,46.0,33003.33,Bronze,11.0,160.0,88.41,7.9,1149,0.0683,3.15,33.9,972.51,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False
100566,47.0,53178.86,Bronze,12.0,41.4,131.76,5.5,1805,0.283,4.95,33.61,1581.12,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True
102214,59.0,34467.55,Silver,6.0,32.0,113.97,6.8,1368,0.1818,3.75,50.33,683.82,0,1,True,False,False,False,False,False,True,False,True,False,False,False,False
101967,41.0,49905.92,Bronze,5.0,92.0,29.73,7.8,2061,0.0538,5.65,333.48,148.65,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False
100866,48.0,67273.95,Bronze,7.0,4.0,156.45,5.9,614,1.4,1.68,61.37,1095.15,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True
104608,54.0,101650.9,Silver,4.0,8.0,104.31,5.4,2224,0.4444,6.09,243.04,417.24,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False
102451,32.0,87513.26,Silver,5.0,5.0,30.74,6.9,692,0.8333,1.9,565.7,153.7,0,1,False,True,False,True,False,False,False,False,False,False,True,False,False
105693,35.0,89883.9,Platinum,5.0,55.2,269.725,5.7,572,0.089,1.57,66.6,1348.62,1,3,False,True,False,False,True,False,False,False,False,False,False,False,True
100813,41.0,55408.55,Silver,8.0,9.0,241.52,6.7,2142,0.8,5.87,28.66,1932.16,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False
101478,21.0,58770.1,Silver,11.0,14.0,39.02,8.3,1994,0.7333,5.46,136.6,429.22,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True
104735,33.0,110491.95000000001,Bronze,8.0,60.6,90.14,7.4,1965,0.1299,5.38,153.01,721.12,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False
102272,25.0,66618.16,Bronze,7.0,7.0,37.83,6.3,844,0.875,2.31,250.62,264.81,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True
101039,48.0,88802.2,Silver,14.0,71.2,103.33,7.1,1530,0.1939,4.19,61.34,1446.62,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False
104527,35.0,42343.47,Gold,5.0,59.0,104.28,6.4,1781,0.0833,4.88,81.06,521.4,0,2,True,False,False,False,False,False,False,True,False,True,False,False,False
100081,43.0,37587.22,Bronze,8.0,63.0,104.31,9.4,1417,0.125,3.88,44.99,834.48,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True
101205,30.0,42788.75,Silver,10.0,13.0,63.06,6.5,57,0.7143,0.16,67.75,630.6,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False
103286,50.0,58213.49,Silver,15.0,187.0,124.01,7.3,1247,0.0798,3.42,31.28,1860.15,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False
101546,35.0,110491.95000000001,Bronze,6.0,36.0,120.33,6.3,933,0.1622,2.56,152.83,721.98,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False
100178,40.0,53178.86,Gold,10.0,21.6,106.85,8.3,875,0.4425,2.4,49.72,1068.5,0,2,True,False,False,False,True,False,False,False,False,True,False,False,False
102586,50.0,53178.86,Silver,12.0,68.0,64.74,6.3,2052,0.1739,5.62,68.36,776.88,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False
105993,41.0,53178.86,Silver,3.0,73.4,139.86,9.1,970,0.0403,2.66,126.44,419.58,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False
104864,44.0,92521.48,Gold,7.0,29.0,194.43,5.6,1519,0.2333,4.16,67.93,1361.01,1,2,True,False,False,True,False,False,False,False,False,False,False,False,True
101439,23.0,38741.29,Bronze,17.0,3.0,96.1,4.9,2182,4.25,5.98,23.7,1633.7,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False
100297,42.0,30850.98,Bronze,7.0,6.0,86.67,8.2,1854,1.0,5.08,50.77,606.69,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False
103616,48.0,110491.95000000001,Gold,9.0,34.0,188.55,8.1,2462,0.2571,6.75,65.07,1696.95,1,2,True,False,False,False,False,True,False,False,False,False,False,True,False
103648,33.0,83243.85,Silver,10.0,36.0,99.47,5.7,1177,0.2703,3.22,83.6,994.7,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False
100158,50.0,46189.07,Bronze,4.0,32.0,246.56,6.2,1831,0.1212,5.02,46.79,986.24,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False
101028,38.0,59197.86,Silver,10.0,41.8,87.53,6.5,105,0.2336,0.29,67.55,875.3,0,1,True,False,False,False,False,False,True,False,False,False,False,True,False
100411,20.0,110491.95000000001,Platinum,9.0,42.0,118.93,5.4,736,0.2093,2.02,103.13,1070.37,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False
103959,30.0,38099.38,Silver,7.0,65.6,190.96,6.2,682,0.1051,1.87,28.48,1336.72,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False
